station_id,station_name,management_area,obs_date,rainfall_mm,data_quality_flag
23083,Edinburgh,Northern Adelaide Plains,2023-09-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-20,3.2,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-21,9.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-22,3.4,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-23,8.1,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-24,10.6,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-26,3.9,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-27,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-28,1.9,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-29,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-09-30,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-04,1.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-08,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-11,2.7,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-13,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-14,0.5,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-15,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-16,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-18,8.5,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-21,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-22,35.6,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-23,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-24,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-26,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-27,1.9,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-28,1.7,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-29,1.8,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-30,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-10-31,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-04,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-08,1.6,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-13,3.7,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-14,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-15,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-16,13.6,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-17,0.8,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-20,0.6,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-21,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-22,4.2,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-23,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-24,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-26,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-27,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-28,4.7,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-29,1.5,measured
23083,Edinburgh,Northern Adelaide Plains,2023-11-30,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-04,3.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-07,0.9,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-08,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-13,4.8,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-14,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-15,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-16,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-18,8.2,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-21,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-22,0.4,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-23,3.6,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-24,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-26,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-27,3.3,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-29,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-30,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2023-12-31,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-01,1.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-03,3.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-04,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-08,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-09,0.4,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-13,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-14,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-15,0.4,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-16,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-21,1.2,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-22,4.9,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-23,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-24,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-26,13.6,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-27,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-29,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-30,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-01-31,6.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-04,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-08,7.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-10,6.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-13,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-14,0.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-15,1.8,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-16,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-21,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-22,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-23,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-24,15.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-25,16.8,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-26,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-27,2.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-02-29,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-04,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-07,11.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-08,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-13,3.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-14,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-15,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-16,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-21,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-22,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-23,2.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-24,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-26,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-27,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-29,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-30,1.2,measured
23083,Edinburgh,Northern Adelaide Plains,2024-03-31,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-04,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-05,2.2,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-08,0.4,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-13,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-14,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-15,1.3,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-16,2.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-19,2.9,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-21,6.6,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-22,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-23,9.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-24,11.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-26,3.6,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-27,23.8,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-29,5.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-04-30,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-04,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-05,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-08,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-11,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-12,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-13,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-14,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-15,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-16,6.2,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-17,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-19,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-20,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-21,3.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-22,6.2,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-23,12.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-24,4.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-26,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-27,9.5,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-29,6.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-30,35.8,measured
23083,Edinburgh,Northern Adelaide Plains,2024-05-31,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-01,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-02,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-03,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-04,4.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-05,20.9,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-06,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-07,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-08,20.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-09,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-10,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-11,10.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-12,7.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-13,13.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-14,9.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-15,5.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-16,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-17,14.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-18,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-19,16.6,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-20,16.1,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-21,14.3,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-22,12.9,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-23,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-24,13.4,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-25,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-26,4.7,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-27,19.3,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-28,0.0,measured
23083,Edinburgh,Northern Adelaide Plains,2024-06-29,23.8,measured
